Date,Ticker,Name,Sector,Industry,Country,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend %,Employees,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20,EPS (ttm),SMA50,ROA,ROE,ROI,Gross Margin,Oper. Margin,Profit Margin,SMA200,Price,ESG Totalesg,ESG Environmentscore,ESG Socialscore,ESG Governancescore,ESG Highestcontroversy,ESG Percentile
2021.08.01,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,124880000000,3440000000,13340000000,5.81,3.23,NA,NA,12600,37.9,34.77,1.17,9.36,18.28,32.92,50.66,2.1,2.7,0,0.04,0.1626,2.8,0.2395,0.374,0.591,0.409,0.457,0.183,0.258,0.2482,106.19,NA,NA,NA,NA,NA,NA
2021.08.01,AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,32009999999.999996,811100000,4550000000,26.56,4.88,0.8,0.0058,16500,39.71,27.2,NA,7.03,5.24,28.48,30.48,1.7,2.3,0.38,0.37,0.0242,3.5,0.03,0.078,0.139,0.115,0.35,0.239,0.178,0.1174,139.05,25.98,8.32,9.95,7.71,1,43.17
2021.08.01,AMED,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,8320000000,201700000,2120000000,24.04,2.42,NA,NA,21000,42.96,34.68,3.95,3.93,10.84,107.65,25.11,0.8,0.8,0.31,0.29,-0.0016,6.07,0.0177,0.126,0.262,0.189,0.435,0.115,0.095,-0.0244,260.62,NA,NA,NA,NA,NA,NA
2021.08.01,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,5450000000,47000000,698100000,8.25,4.42,NA,NA,630,73.64,55.58,NA,7.81,10.71,19.97,84.61,2.9,2.9,0.69,0.65,0.0123,1.2,0.4205,0.057,0.168,0.043,0.233,0.14,0.067,1.6989,88.37,NA,NA,NA,NA,NA,NA
2021.08.01,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,6610000000,446100000,2190000000,62.23,18.36,0.04,3e-4,3900,16.1,8.06,1.1,3.01,2.55,8.63,6.74,NA,NA,0,0.87,-0.0522,9.84,-0.0226,0.026,0.073,0.104,NA,0.278,0.092,0.2043,158.44,23.12,1.46,10.19,11.47,1,32.29
2021.08.01,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,139310000000,7080000000,25160000000,16.18,18.32,7.04,0.0291,24300,20,13.42,3.29,5.54,14.93,13.18,23.18,1.3,1.7,3.5,3.34,-0.0157,12.07,-0.0048,0.111,0.702,0.195,0.756,0.354,0.282,0.012,241.54,19.11,0.03,12.78,6.3,2,18.85
2021.08.01,AMH,American Homes 4 Rent,Real Estate,REIT - Residential,USA,13570000000,95200000,1210000000,18.32,0.23,0.4,0.0095,1447,137.7,115.07,NA,11.25,2.29,180.46,34.21,NA,NA,0.5,0.5,0.0211,0.3,0.0606,0.01,0.017,0.013,0.542,0.096,0.079,0.2534,42,NA,NA,NA,NA,NA,NA
2021.08.01,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1850000000,-200000,465100000,13.2,1.24,NA,NA,732,NA,15.55,NA,3.98,1.98,21.01,25.02,4,4,0,0.08,0.029,-0.01,0.0161,-0.006,-0.009,-0.001,0.695,0.016,-0.017,0.0759,26.1,NA,NA,NA,NA,NA,NA
2021.08.01,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,USA,5980000000,464400000,5460000000,10.01,3.35,0.16,0.0065,29050,12.95,9.47,0.51,1.1,2.46,7.35,27.56,1.4,1.6,0.45,0.39,0.0766,1.9,0.0919,0.067,0.15,0.117,0.196,0.083,0.062,0.2687,24.64,NA,NA,NA,NA,NA,NA
2021.08.01,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,4720000000,128100000,2680000000,18.78,1.67,NA,NA,3000,37.52,23.87,5.77,1.76,5.35,60.34,22.62,1.4,1.4,1,1,0.0299,2.68,0.0581,0.053,0.155,0.076,0.328,0.081,0.048,0.2859,100.56,NA,NA,NA,NA,NA,NA
2021.08.01,AMNB,American National Bankshares Inc.,Financial,Banks - Regional,USA,346860000,38100000,96000000,31.15,38.01,1.08,0.0342,342,9.09,11.31,2.27,3.61,1.01,0.83,37.7,NA,NA,0.1,0.1,0.0286,3.47,-0.028,0.01,0.09,0.181,NA,0.78,0.313,0.0441,31.59,NA,NA,NA,NA,NA,NA
2021.08.01,AMOT,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,488060000,21500000,376000000,10.7,1.67,0.1,0.003,1770,22.01,22.09,0.73,1.3,3.08,19.76,22.81,1.6,2.7,0.78,0.78,-0.0057,1.5,-0.0507,0.062,0.155,0.068,0.294,0.061,0.057,0.0068,32.91,NA,NA,NA,NA,NA,NA
2021.08.01,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,30040000000,1060000000,12980000000,45.93,49.61,4.52,0.0175,12300,29.44,10.9,3.12,2.32,5.61,5.19,7.55,NA,NA,4.24,1,0.0355,8.75,0.0231,0.01,0.256,0.06,0.498,0.154,0.118,0.1658,257.56,25.8,2.3,10.66,12.84,2,42.35
2021.08.01,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,281510000,-14400000,NA,0.09,0.08,NA,NA,18,NA,NA,NA,NA,15.67,17.82,NA,10.7,10.7,0,0,-0.082,-0.08,-0.1684,-0.799,-1.12,NA,NA,NA,NA,-0.0944,1.41,NA,NA,NA,NA,NA,NA
2021.08.01,AMPG,"AmpliTech Group, Inc.",Technology,Communication Equipment,USA,39380000,-1600000,3200000,1.83,1.06,NA,NA,5,NA,NA,NA,12.31,2.31,3.98,NA,12.7,13.6,0.16,0.14,0.0058,-0.29,-0.0853,-0.29,-0.538,-0.416,0.337,-0.424,-0.498,-0.3046,4.23,NA,NA,NA,NA,NA,NA
2021.08.01,AMED,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,8320000000,201700000,2120000000,24.04,2.42,NA,NA,21000,42.96,34.68,3.95,3.93,10.84,107.65,25.11,0.8,0.8,0.31,0.29,-0.0016,6.07,0.0177,0.126,0.262,0.189,0.435,0.115,0.095,-0.0244,260.62,NA,NA,NA,NA,NA,NA
2021.08.01,AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,USA,127190000,-116200000,216500000,-1.41,0.43,NA,NA,189,NA,1.88,NA,0.59,NA,7.57,1.68,0.8,0.8,NA,NA,-0.0738,-3.08,-0.1306,-0.281,7.528,-1.956,0.479,-0.462,-0.537,0.3171,3.29,NA,NA,NA,NA,NA,NA
2021.08.01,AMR,"Alpha Metallurgical Resources, Inc.",Basic Materials,Coking Coal,USA,516710000.00000006,-234400000,1330000000,9.27,4.97,NA,NA,3280,NA,7.75,NA,0.39,3.01,5.6,NA,1.4,1.8,3.41,3.23,0.146,-12.8,0.2532,-0.241,-1.568,-0.215,0.076,-0.123,-0.33,0.9144,27.87,NA,NA,NA,NA,NA,NA
2021.08.01,AMRB,American River Bankshares,Financial,Banks - Regional,USA,116320000,8900000,29000000,15.78,17.41,0.28,0.0141,95,13.2,15.1,0.88,4.01,1.26,1.14,24.75,NA,NA,0,0,0.0811,1.5,0.0746,0.008,0.077,0.255,NA,0.912,0.244,0.3043,19.85,NA,NA,NA,NA,NA,NA
2021.08.01,AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,3490000000,58900000,1070000000.0000001,12.84,1.59,NA,NA,1141,57.59,44.62,3.18,3.25,5.34,43.06,NA,1.4,1.4,0.54,0.43,0.0632,1.19,0.128,0.035,0.116,0.082,0.183,0.075,0.055,0.3041,68.53,NA,NA,NA,NA,NA,NA
2021.08.01,AMRK,"A-Mark Precious Metals, Inc.",Financial,Capital Markets,USA,567470000,126500000,7100000000,38.43,3.48,NA,NA,220,3.27,9.22,NA,0.08,1.33,14.63,NA,0.5,1.3,2,0.3,0.0938,15.58,0.0394,0.129,0.794,0.055,0.021,0.021,0.018,0.3896,50.94,NA,NA,NA,NA,NA,NA
2021.08.01,AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,1670000000,900000,601200000,1.61,1.27,NA,NA,1000,2070,NA,53.21,2.78,2.57,3.25,NA,2.1,2.9,0,0,-0.023,0,-0.0791,0.001,0.002,-0.033,0.792,0.005,0.002,-0.2284,4.14,NA,NA,NA,NA,NA,NA
2021.08.01,AMRS,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,4470000000,-584700000,320900000,-1.2,0.47,NA,NA,595,NA,NA,NA,13.92,NA,31.06,NA,1.4,1.7,NA,NA,-0.0322,-2.31,-0.0413,NA,NA,-2.693,0.693,NA,NA,0.2648,14.58,NA,NA,NA,NA,NA,NA
2021.08.01,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1480000000,-17300000,1990000000,2.18,1.5,NA,NA,5500,NA,5.54,NA,0.75,2.26,3.28,3.09,1.7,2.4,8.85,8.75,0.0321,-0.12,-0.0605,-0.004,-0.056,0.027,0.337,0.04,-0.009,-0.0524,4.93,NA,NA,NA,NA,NA,NA
2021.08.01,AMS,American Shared Hospital Services,Healthcare,Medical Care Facilities,USA,16810000,-6900000,17600000,3.1,0.83,NA,NA,10,NA,NA,NA,0.96,0.92,3.43,2.16,1.6,1.6,0.66,0.61,0.0046,-1.06,-0.0084,-0.142,-0.308,-0.236,0.256,-0.522,-0.391,0.1373,2.84,NA,NA,NA,NA,NA,NA
2021.08.01,AMSC,American Superconductor Corporation,Industrials,Specialty Industrial Machinery,USA,401130000,-22700000,87100000,4.4,2.55,NA,NA,225,NA,NA,NA,4.61,3.19,5.5,NA,2.3,2.6,0,0,-0.0736,-0.93,-0.0887,-0.161,-0.242,-0.192,0.2,-0.266,-0.26,-0.266,14.05,NA,NA,NA,NA,NA,NA
2021.08.01,AMSF,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1100000000,94900000,335700000,23.18,1.72,1.16,0.0203,393,11.69,18.91,1.17,3.29,2.47,33.33,NA,NA,NA,0,0,-0.009,4.89,-0.0576,0.057,0.189,0.197,NA,0.319,0.258,-0.0462,57.2,NA,NA,NA,NA,NA,NA
2021.08.01,AMST,Amesite Inc.,Technology,Software - Application,USA,43200000,-11100000,400000,0.64,0.58,NA,NA,12,NA,NA,NA,108,3.25,3.57,NA,12.3,12.3,0,0,-0.0807,-0.6,-0.1368,-0.816,-0.923,NA,NA,NA,NA,-0.4824,2.08,NA,NA,NA,NA,NA,NA
2021.08.01,AMSWA,"American Software, Inc.",Technology,Software - Application,USA,731280000,8100000,111400000,3.73,3.15,0.44,0.02,424,92.05,60.27,5.75,6.56,5.9,6.98,261.17,2.7,2.7,0,0,0.0195,0.24,0.0083,0.048,0.067,0.029,0.547,0.04,0.073,0.1336,22,NA,NA,NA,NA,NA,NA
2021.08.01,AMT,American Tower Corporation (REIT),Real Estate,REIT - Specialty,USA,128430000000,2220000000,8590000000,12.77,4.25,5.08,0.018,5618,57.09,50.31,3.12,14.95,22.15,66.61,153.45,0.6,0.6,6.18,5.73,0.0086,4.95,0.0472,0.046,0.509,0.08,0.726,0.358,0.258,0.1739,282.8,12.33,3.73,3.78,4.81,0,3.66
2021.08.01,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,812020000,-1700000,260600000.00000003,20.87,7.91,NA,NA,714,NA,13.37,NA,3.12,1.06,2.8,15.74,NA,NA,0.16,0.16,0.0275,-0.04,8e-4,0,-0.002,0.212,NA,0.727,-0.007,0.2602,22.15,NA,NA,NA,NA,NA,NA
2021.08.01,AMTI,Applied Molecular Transport Inc.,Healthcare,Biotechnology,USA,1110000000,-71700000,NA,3.22,2.74,NA,NA,90,NA,NA,NA,NA,8.7,10.23,NA,12.6,12.6,0,0,-0.2669,-2.08,-0.3484,-0.48,-0.513,NA,NA,NA,NA,-0.3389,28.03,NA,NA,NA,NA,NA,NA
2021.08.01,AMTX,"Aemetis, Inc.",Energy,Oil & Gas Refining & Marketing,USA,298710000,-42700000,168900000,-5.26,0.46,NA,NA,164,NA,NA,NA,1.77,NA,18.91,NA,0.3,0.4,NA,NA,-0.1066,-1.84,-0.2497,-0.333,0.258,-0.062,0.046,-0.063,-0.253,-0.139,8.77,NA,NA,NA,NA,NA,NA
2021.08.01,AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1260000000,58800000,1740000000,43.81,NA,NA,NA,10000,21.53,8.55,2.69,0.72,1.69,NA,10.81,1.1,1.8,0.7,0.69,-0.0273,3.45,-0.0957,0.035,0.079,0.074,0.183,0.064,0.034,-0.1931,74.25,NA,NA,NA,NA,NA,NA
2021.08.01,AMWL,American Well Corporation,Healthcare,Health Information Services,USA,2820000000,-239200000,249200000,4.9,4.12,NA,NA,812,NA,NA,NA,11.32,2.38,2.83,NA,10.7,10.8,0,0,-0.0011,-1.04,-0.0682,-0.203,-0.286,-0.186,0.384,-0.965,-0.96,-0.4679,11.65,NA,NA,NA,NA,NA,NA
2021.08.01,AMX,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,55350000000,5080000000,51210000000,3.86,1.7,0.4,0.024,183956,10.89,11.93,0.65,1.08,4.31,9.8,6.32,0.7,0.7,2.73,2.16,0.0724,1.53,0.076,0.063,0.447,0.151,0.372,0.169,0.099,0.1668,16.65,NA,NA,NA,NA,NA,NA
2021.08.01,AMYT,Amryt Pharma plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,369890000,NA,186460000,NA,NA,NA,NA,182,NA,6.03,NA,1.98,NA,NA,NA,NA,NA,NA,NA,-0.1057,NA,-0.1202,NA,NA,NA,NA,NA,NA,-0.2049,10.31,NA,NA,NA,NA,NA,NA
2021.08.01,AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1815530000000,29440000000,443300000000,227.33,164.76,NA,NA,1271000,57.99,49.16,1.62,4.1,14.64,20.2,256.9,1,1.2,0.59,0.58,-0.0834,57.38,-0.0361,0.092,0.299,0.139,0.407,0.067,0.066,0.0178,3327.59,27.28,5.13,12.52,9.63,3,47.76
2021.08.01,AN,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,8650000000,958500000,24070000000,36.21,0.83,NA,NA,21600,10.58,9.27,0.52,0.36,3.35,145.43,8.27,0.3,0.9,0.7,0.63,0.124,11.46,0.1988,0.103,0.303,0.074,0.179,0.06,0.04,0.4469,121.33,NA,NA,NA,NA,NA,NA
2021.08.01,ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,641830000,-29800000,71200000,13.96,13.62,NA,NA,94,NA,NA,NA,9.01,1.65,1.69,NA,26.7,26.7,0,0,-0.0986,-1.09,-0.0791,-0.075,-0.078,-0.06,NA,-0.45,-0.419,-0.0778,22.98,NA,NA,NA,NA,NA,NA
2021.08.01,AMST,Amesite Inc.,Technology,Software - Application,USA,43200000,-11100000,400000,0.64,0.58,NA,NA,12,NA,NA,NA,108,3.25,3.57,NA,12.3,12.3,0,0,-0.0807,-0.6,-0.1368,-0.816,-0.923,NA,NA,NA,NA,-0.4824,2.08,NA,NA,NA,NA,NA,NA
2021.08.01,ANDA,Andina Acquisition Corp. III,Financial,Shell Companies,Colombia,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2021.08.01,ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,888580000,60500000,8990000000,29.64,1.06,0.7,0.0262,2359,14.75,14.61,1.84,0.1,0.9,25.1,NA,0.6,1.3,1.9,0.92,-0.0308,1.81,-0.1053,0.016,0.063,0.007,0.052,0.008,0.007,0.0015,26.7,NA,NA,NA,NA,NA,NA
2021.08.01,ANEB,"Anebulo Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,166220000,NA,NA,NA,0.14,NA,NA,2,NA,NA,NA,NA,NA,50.37,NA,13.3,13.3,NA,NA,0.0304,NA,-0.0136,NA,NA,NA,NA,NA,NA,-0.009,7.26,NA,NA,NA,NA,NA,NA
2021.08.01,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,29080000000,676500000,2460000000,45.23,39.6,NA,NA,2613,44.64,33.1,3.84,11.81,8.41,9.61,37.4,4.4,5.1,0,0,0.0245,8.52,0.056,0.147,0.21,0.179,0.637,0.307,0.275,0.2425,380.39,17.62,0.4,9.06,8.16,2,14.47
2021.08.01,ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,2360000000,171900000,3420000000,15.09,14.56,NA,NA,7100,13.98,12.15,0.78,0.69,2.51,2.6,8,1.3,1.8,0,0.37,-0.0904,2.7,-0.0947,0.053,0.195,-0.063,0.62,0.072,0.05,0.2401,37.81,NA,NA,NA,NA,NA,NA
2021.08.01,ANGI,Angi Inc.,Communication Services,Internet Content & Information,USA,6080000000,4600000,1510000000,2.44,1.47,NA,NA,5100,1278.89,NA,NA,4.02,4.72,7.82,67.61,3.7,3.7,0,0.58,-0.0554,0.01,-0.1325,0.002,0.004,0.004,0.872,0.007,0.003,-0.1445,11.51,NA,NA,NA,NA,NA,NA
2021.08.01,ANGN,Angion Biomedica Corp.,Healthcare,Biotechnology,USA,323260000,NA,2390000,3.94,4.29,NA,NA,53,NA,NA,NA,135.48,2.7,2.48,NA,7.9,7.9,0.01,0,-0.0463,NA,-0.1825,NA,NA,1.439,NA,NA,NA,-0.3104,10.63,NA,NA,NA,NA,NA,NA
2021.08.01,ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,1020000000,-31500000,291000000,11.41,1.26,NA,NA,800,NA,174.05,NA,3.5,2.33,21.14,53.91,1.6,2.4,0.05,0.05,-9e-4,-0.82,0.0365,-0.054,-0.07,-0.067,0.539,-0.121,-0.108,0.3236,26.63,NA,NA,NA,NA,NA,NA
2021.08.01,ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,591920000,-26900000,129400000,19.29,6.41,NA,NA,277,NA,148.63,NA,4.57,2.08,6.26,71.32,2.8,3.7,0,0,-0.0398,-1.89,-0.0714,-0.068,-0.096,-0.087,0.532,-0.264,-0.208,0.0078,40.13,NA,NA,NA,NA,NA,NA
2021.08.01,ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,420730000,-15500000,213200000,16.97,2.02,NA,NA,369,NA,8.23,NA,1.97,2,16.76,NA,1.5,2.2,0.9,0.83,0.014,-1.29,5e-4,NA,NA,-0.033,0.6,NA,NA,0.0739,33.93,NA,NA,NA,NA,NA,NA
2021.08.01,ANIX,"Anixa Biosciences, Inc.",Healthcare,Diagnostics & Research,USA,136890000,-9400000,500000,1.31,1.23,NA,NA,3,NA,NA,NA,273.77,3.37,3.59,NA,26.7,26.7,0,0,0.0896,-0.38,0.0918,-0.522,-0.548,NA,NA,NA,NA,0.1328,4.42,NA,NA,NA,NA,NA,NA
2021.08.01,ANNX,"Annexon, Inc.",Healthcare,Biotechnology,USA,816710000,-83700000,NA,8.42,8.42,NA,NA,17,NA,NA,NA,NA,2.5,2.5,NA,30.9,30.9,0,0,-0.0591,-2.13,-0.0641,-0.28,-0.367,NA,NA,NA,NA,-0.1484,21.06,NA,NA,NA,NA,NA,NA
2021.08.01,ANPC,"AnPac Bio-Medical Science Co., Ltd.",Healthcare,Biotechnology,China,55210000,NA,21770000,0.11,0.1,NA,NA,101,NA,NA,NA,2.54,35.27,39.44,NA,0.7,0.7,2.5,0,-0.0553,NA,-0.0863,NA,NA,-8.129,NA,NA,NA,-0.2288,3.88,NA,NA,NA,NA,NA,NA
2021.08.01,ANSS,"ANSYS, Inc.",Technology,Software - Application,USA,31840000000,460200000,1740000000,47.37,11.43,NA,NA,4800,70.02,46.9,6.08,18.31,7.78,32.23,59.23,2.7,2.7,0.19,0.19,0.0382,5.26,0.0711,0.087,0.121,0.089,0.864,0.295,0.265,0.0629,368.46,14.94,1.13,8.96,4.84,0,8.13
2021.08.01,ANTE,AirNet Technology Inc.,Communication Services,Advertising Agencies,China,32909999.999999996,7500000,23400000,2.51,0.02,NA,NA,123,3.7,NA,0.19,1.41,0.88,109.69,NA,0.5,0.5,0.26,0.08,-0.0879,0.6,-0.2191,0.069,0.262,0.025,0.164,-0.391,0.321,-0.1471,2.21,NA,NA,NA,NA,NA,NA
2021.08.01,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,93710000000,4230000000.0000005,129169999999.99998,143.02,21.55,4.52,0.0118,83400,22.56,13.43,1.66,0.73,2.69,17.82,19.72,NA,NA,0.66,0.64,-0.0084,17.02,-0.0077,0.046,0.124,0.101,NA,0.049,0.033,0.1165,384.01,12.27,0.03,6.97,5.27,2,3.61
2021.08.01,ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,USA,352560000,-8400000,NA,6.6,4.8,NA,NA,2,NA,NA,NA,NA,5.22,7.17,NA,56,56,0,0,-0.6695,-1.2,-0.5892,-0.462,-0.484,NA,NA,NA,NA,0.0426,34.43,NA,NA,NA,NA,NA,NA
2021.08.01,ANY,Sphere 3D Corp.,Technology,Software - Application,Canada,61210000,-7200000,4800000,-0.51,0.03,NA,NA,429,NA,NA,NA,12.75,NA,122.42,NA,0.2,0.3,NA,NA,0.1631,-1.05,0.4048,-0.606,1.135,1.388,0.464,NA,NA,0.5792,3.38,NA,NA,NA,NA,NA,NA
2021.08.01,AOMR,"Angel Oak Mortgage, Inc.",Real Estate,REIT - Mortgage,USA,479970000,NA,56910000,NA,NA,NA,NA,NA,NA,NA,NA,8.43,NA,NA,NA,NA,NA,NA,NA,0.0746,NA,0.0639,NA,NA,NA,NA,NA,NA,0.0639,18.82,NA,NA,NA,NA,NA,NA
2021.08.01,AON,Aon plc,Financial,Insurance Brokers,Ireland,59520000000,2109999999.9999998,11370000000,18.76,29.24,2.04,0.0078,50000,28.43,20.55,2.28,5.23,13.86,8.89,26.69,1.1,1.1,1.72,1.72,0.0898,9.15,0.0693,0.062,0.529,0.208,NA,0.246,0.173,0.1557,260.03,NA,NA,NA,NA,NA,NA
2021.08.01,AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,11300000000,441300000,3220000000,11.45,4.14,1.04,0.0148,13900,25.89,22.23,3.24,3.51,6.14,16.98,32.6,1.5,1.9,0.06,0.05,-0.0013,2.72,0.0098,0.113,0.194,0.176,0.382,0.138,0.107,0.1207,70.33,25.53,7.12,11.61,6.8,2,41.34
2021.08.01,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,USA,669760000,38500000,602000000,13.34,7.45,NA,NA,3978,18.41,9.1,1.08,1.11,1.95,3.49,6.38,1.1,1.8,0.48,0.31,-0.0394,1.41,-0.105,0.046,0.12,-0.031,0.287,0.067,0.064,-0.0822,25.99,NA,NA,NA,NA,NA,NA
2021.08.01,AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,USA,390400000,18400000,276700000,19.95,4.2,NA,NA,317,20.75,11.08,NA,1.41,1.35,6.42,13.14,2.9,4.9,0,0,-0.1353,1.3,-0.15,0.058,0.07,0.063,0.458,0.085,0.067,0.1621,26.98,NA,NA,NA,NA,NA,NA
2021.08.01,AP,Ampco-Pittsburgh Corporation,Industrials,Metal Fabrication,USA,116690000,4000000,324300000,4.29,0.98,NA,NA,1533,26.51,NA,NA,0.36,1.45,6.38,8.33,0.9,1.6,0.46,0.27,0.0224,0.23,-0.0186,0.009,0.055,0.061,0.208,0.009,0.012,-0.0126,6.23,NA,NA,NA,NA,NA,NA
2021.08.01,ANNX,"Annexon, Inc.",Healthcare,Biotechnology,USA,816710000,-83700000,NA,8.42,8.42,NA,NA,17,NA,NA,NA,NA,2.5,2.5,NA,30.9,30.9,0,0,-0.0591,-2.13,-0.0641,-0.28,-0.367,NA,NA,NA,NA,-0.1484,21.06,NA,NA,NA,NA,NA,NA
2021.08.01,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,3840000000,230800000,987400000,3.13,3.52,3.35,0.0697,453,11.92,8.81,0.48,3.88,15.36,13.64,NA,NA,NA,1.09,1.09,-0.0348,4.03,-0.0523,NA,NA,0.783,NA,NA,NA,-0.0361,48.09,NA,NA,NA,NA,NA,NA
2021.08.01,APD,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,64110000000,1880000000,9260000000,57.43,28.13,6,0.0206,19000,34.47,26.94,2.81,6.92,5.07,10.35,NA,2.8,2.9,0.63,0.56,0.0093,8.44,-0.0096,0.074,0.154,0.088,0.321,0.236,0.204,0.0307,291.03,11.18,6.09,1.43,3.65,1,2.44
2021.08.01,APDN,"Applied DNA Sciences, Inc.",Industrials,Security & Protection Services,USA,38680000,-13700000,5000000,2.57,1.93,NA,NA,59,NA,NA,NA,7.74,2.09,2.78,NA,7.8,8.2,0,0,-0.0496,-2.61,-0.1172,-0.985,-1.414,-1.567,0.82,NA,NA,-0.2698,5.38,NA,NA,NA,NA,NA,NA
2021.08.01,APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,USA,544120000,24500000,335700000,24.71,17.46,NA,NA,1790,18.69,17.8,1.25,1.62,1.2,1.7,13.64,6.8,6.8,0,0,0.0384,1.58,0.0388,0.063,0.075,0.058,0.627,0.097,0.073,-0.0306,29.62,NA,NA,NA,NA,NA,NA
2021.08.01,APEN,"Apollo Endosurgery, Inc.",Healthcare,Medical Devices,USA,198690000,-17000000,45200000,0.1,1.29,NA,NA,158,NA,NA,NA,4.4,80.9,6.27,NA,3.6,4.4,21.3,20.89,0.0184,-0.72,0.0227,-0.232,-7.307,-0.249,0.534,-0.285,-0.375,0.5443,8.09,NA,NA,NA,NA,NA,NA
2021.08.01,APG,APi Group Corporation,Industrials,Engineering & Construction,USA,4660000000,-189000000,3530000000,9.33,3.66,NA,NA,13000,NA,17.66,NA,1.32,2.46,6.26,10.9,2,2.1,0.86,0.82,0.0902,-1.16,0.0817,-0.048,-0.116,-0.045,0.219,0.02,-0.054,0.2036,22.92,NA,NA,NA,NA,NA,NA
2021.08.01,APGB,Apollo Strategic Growth Capital II,Financial,Shell Companies,USA,836610000,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,1045.76,NA,1.1,1.1,0,0,0.0027,NA,-0.0017,NA,NA,NA,NA,NA,NA,-0.0042,9.77,NA,NA,NA,NA,NA,NA
2021.08.01,APH,Amphenol Corporation,Technology,Electronic Components,USA,43000000000,1400000000,9780000000,9.12,3.98,0.58,0.008,80000,32.19,27.56,2.44,4.4,7.95,18.21,42.26,1.8,2.4,0.85,0.75,0.0387,2.25,0.058,0.099,0.233,0.143,0.314,0.168,0.123,0.107,72.49,23.8,10.08,6.02,7.7,2,34.9
2021.08.01,API,"Agora, Inc.",Technology,Software - Application,China,3670000000,-181600000,138200000,15.95,5.46,NA,NA,842,NA,NA,NA,26.57,1.98,5.78,NA,18.5,18.5,0,0,-0.0892,-1.91,-0.1907,NA,NA,-0.009,0.617,NA,NA,-0.3525,31.58,NA,NA,NA,NA,NA,NA
2021.08.01,APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,3380000000,-216900000,522600000,13.42,0.03,0.04,0.0027,66,NA,24.79,NA,6.48,1.11,583.44,NA,NA,NA,0.58,0.58,0.006,-0.97,-0.0317,-0.044,-0.071,-0.022,0.525,-0.273,-0.415,0.0686,14.95,NA,NA,NA,NA,NA,NA
