Date,Ticker,Name,Sector,Industry,Country,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend %,Employees,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20,EPS (ttm),SMA50,ROA,ROE,ROI,Gross Margin,Oper. Margin,Profit Margin,SMA200,Price,ESG Totalesg,ESG Environmentscore,ESG Socialscore,ESG Governancescore,ESG Highestcontroversy,ESG Percentile
2021.08.01,ACU,Acme United Corporation,Consumer Defensive,Household & Personal Products,USA,147350000,NA,172560000,22.24,NA,0.52,0.0123,552,12.27,14.89,1.23,0.85,1.9,NA,NA,NA,NA,NA,NA,-0.0096,3.45,-0.0226,NA,NA,NA,NA,NA,NA,0.1495,42.3,NA,NA,NA,NA,NA,NA
2021.08.01,ACV,AllianzGI Diversified Income & Convertible Fund,Financial,Asset Management,USA,354410000,NA,NA,NA,NA,2,0.0584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0042,NA,0.0136,NA,NA,NA,NA,NA,NA,0.0652,34.23,NA,NA,NA,NA,NA,NA
2021.08.01,ACVA,ACV Auctions Inc.,Technology,Software - Application,USA,3580000000,-30900000,235200000,3.87,4.37,NA,NA,1470,NA,NA,NA,15.23,5.98,5.3,NA,2.8,2.8,0.01,0.01,0.0162,-0.2,-0.0407,NA,NA,0.305,0.477,-0.127,-0.131,-0.1701,23.16,NA,NA,NA,NA,NA,NA
2021.08.01,ACXP,"Acurx Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,56320000,NA,NA,0.18,NA,NA,NA,2,NA,NA,NA,NA,31.73,NA,NA,NA,NA,NA,NA,-0.0101,-0.35,-0.0368,NA,NA,NA,NA,NA,NA,-0.0368,5.68,NA,NA,NA,NA,NA,NA
2021.08.01,ACY,AeroCentury Corp.,Industrials,Rental & Leasing Services,USA,19340000,-37500000,14000000,-14.89,2.73,NA,NA,8,NA,NA,NA,1.38,NA,4.61,4.4,NA,NA,NA,NA,0.0796,-24.24,0.1627,-0.373,3.412,-0.502,NA,NA,NA,0.5823,12.56,NA,NA,NA,NA,NA,NA
2021.08.01,ADAG,Adagene Inc.,Healthcare,Biotechnology,China,671550000,-42600000,700000,-6.73,1.73,NA,NA,198,NA,NA,NA,959.36,NA,8.93,NA,4.9,4.9,NA,NA,-0.0551,-1.64,0.0505,NA,NA,0.531,NA,NA,NA,-0.0906,15.47,NA,NA,NA,NA,NA,NA
2021.08.01,ADAP,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,561200000,-139700000,3600000,1.99,2.02,NA,NA,462,NA,NA,NA,155.89,1.79,1.77,NA,11.5,11.5,0,0,-0.0752,-0.93,-0.1642,-0.301,-0.39,-0.391,NA,NA,NA,-0.2954,3.57,NA,NA,NA,NA,NA,NA
2021.08.01,ADBE,Adobe Inc.,Technology,Software - Infrastructure,USA,296180000000,5580000000,14390000000,28.98,12.11,NA,NA,22516,53.74,44.33,2.91,20.58,21.45,51.35,44.91,1.3,1.3,0,0.3,0.0215,11.57,0.1041,0.23,0.426,0.306,0.879,0.357,0.388,0.2416,621.63,10.88,0.48,5.65,4.74,1,2.28
2021.08.01,ADC,Agree Realty Corporation,Real Estate,REIT - Retail,USA,5150000000,97000000,295600000,48.1,2.58,2.6,0.0346,49,46.19,38.74,NA,17.41,1.56,29.08,NA,NA,NA,0.49,0.49,0.0264,1.63,0.0466,0.024,0.036,0.033,0.881,0.456,0.328,0.1119,75.15,NA,NA,NA,NA,NA,NA
2021.08.01,ADCT,ADC Therapeutics SA,Healthcare,Biotechnology,Switzerland,1630000000,-254300000,NA,3.88,4.96,NA,NA,208,NA,NA,NA,NA,5.42,4.24,NA,9.5,9.5,0.16,0.15,-0.0779,-3.46,-0.0748,-0.544,-0.844,NA,NA,NA,NA,-0.2369,21.04,NA,NA,NA,NA,NA,NA
2021.08.01,ADER,26 Capital Acquisition Corp.,Financial,Shell Companies,USA,333060000,NA,NA,8.88,0.03,NA,NA,NA,NA,NA,NA,NA,1.1,370.06,NA,31.9,NA,0,0,5e-4,NA,0.0029,NA,NA,NA,NA,NA,NA,-0.0012,9.73,NA,NA,NA,NA,NA,NA
2021.08.01,ACST,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,95120000,NA,200000,0.27,NA,NA,NA,NA,NA,NA,NA,485.32,1.71,NA,NA,NA,NA,NA,NA,-0.1068,-0.17,-0.1369,NA,NA,NA,NA,NA,NA,-0.0873,0.46,NA,NA,NA,NA,NA,NA
2021.08.01,ADEX,Adit EdTech Acquisition Corp.,Financial,Shell Companies,USA,334300000,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,66.83,NA,NA,NA,NA,NA,NA,0.0018,0,0.0011,NA,NA,NA,NA,NA,NA,-5e-4,9.69,NA,NA,NA,NA,NA,NA
2021.08.01,ADI,"Analog Devices, Inc.",Technology,Semiconductors,USA,61420000000,1560000000,6200000000,32.99,3.56,2.76,0.0165,15900,39.96,23.99,3.05,9.9,5.07,47.06,48.18,0.8,1,0.42,0.31,0.0158,4.19,0.0155,0.073,0.13,0.082,0.674,0.301,0.252,0.105,167.42,25.54,10.97,7.53,7.03,0,41.37
2021.08.01,ADIL,"Adial Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,42900000,-13400000,NA,0.35,0.32,NA,NA,8,NA,NA,NA,NA,6.97,7.66,NA,3,3,0,0,-0.0528,-0.95,-0.0715,-1.693,-2.111,NA,NA,NA,NA,0.0697,2.44,NA,NA,NA,NA,NA,NA
2021.08.01,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,33340000000.000004,2310000000,74920000000,38.27,NA,1.48,0.0248,39000,14.57,13.08,1.53,0.44,1.56,NA,NA,1,1.6,0.45,0.39,0.0123,4.1,-0.0461,0.047,0.113,0.039,0.072,0.026,0.031,0.0566,59.72,34.23,15.91,13.51,4.8,3,72.24
2021.08.01,ADMA,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,206400000,-74900000,48100000,0.97,0.47,NA,NA,406,NA,NA,NA,4.29,1.6,3.33,NA,3.9,8.4,0.83,0.83,0.0062,-0.79,-0.0648,-0.363,-0.858,NA,-0.295,NA,NA,-0.2175,1.55,NA,NA,NA,NA,NA,NA
2021.08.01,ADMP,Adamis Pharmaceuticals Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,USA,157800000,-49400000,16500000,0.04,0.05,NA,NA,116,NA,NA,NA,9.56,29.5,22.87,NA,0.5,0.6,1.51,0.26,0.1535,-0.62,0.2027,-1.237,-2.265,-5.657,0.099,NA,NA,0.3326,1.18,NA,NA,NA,NA,NA,NA
2021.08.01,ADMS,"Adamas Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,222990000,-53300000,79300000,0.17,2.68,NA,NA,138,NA,NA,NA,2.81,28.12,1.79,NA,5.2,5.4,22,21.39,-0.0713,-1.79,-0.0717,-0.384,2.07,NA,0.977,-0.512,-0.673,-0.0303,4.78,NA,NA,NA,NA,NA,NA
2021.08.01,ADN,"Advent Technologies Holdings, Inc.",Utilities,Utilities - Renewable,USA,375010000,1600000,1500000,2.88,2.6,NA,NA,49,NA,NA,NA,250.01,2.7,3,NA,26.4,26.5,0,0,-0.0835,0,-0.1759,NA,NA,NA,0.767,NA,NA,-0.3625,7.79,NA,NA,NA,NA,NA,NA
2021.08.01,ADNT,Adient plc,Consumer Cyclical,Auto Parts,Ireland,3960000000,-142000000,12890000000,15.81,10.47,NA,NA,77000,NA,7.71,NA,0.31,2.66,4.03,NA,0.9,1.1,2.46,2.45,0.0277,-1.54,-0.0603,-0.014,-0.105,-0.05,0.057,-0.005,-0.011,0.0935,42.13,NA,NA,NA,NA,NA,NA
2021.08.01,ADOC,Edoc Acquisition Corp.,Financial,Shell Companies,USA,118930000,NA,NA,7.8,0.06,NA,NA,NA,NA,NA,NA,NA,1.29,169.9,NA,7.8,7.8,0,0,0.0013,NA,0.0023,NA,NA,NA,NA,NA,NA,-0.0029,10.07,NA,NA,NA,NA,NA,NA
2021.08.01,ADP,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,88860000000,2600000000,15010000000,13.33,NA,3.72,0.0177,58000,34.54,28.73,3.3,5.92,15.73,NA,65.13,1,1,0.35,0.35,0.0264,6.07,0.0493,0.054,0.429,0.308,0.425,0.209,0.165,0.1558,209.63,12.58,0.07,7.07,5.44,1,3.95
2021.08.01,ADPT,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,5140000000,-155500000,115900000,5.22,5.1,NA,NA,622,NA,NA,NA,44.32,7.02,7.19,NA,7,7.2,0,0,-0.0212,-1.15,-0.0327,-0.15,-0.224,-0.206,0.766,NA,NA,-0.2199,36.66,NA,NA,NA,NA,NA,NA
2021.08.01,ADS,Alliance Data Systems Corporation,Financial,Credit Services,USA,4840000000,786300000,4260000000,35.5,55.06,0.84,0.009,8000,5.85,6.81,0.34,1.14,2.63,1.69,2.74,1.7,1.7,9.4,4.44,-0.0769,15.93,-0.1402,0.01,0.148,0.04,0.507,0.209,0.05,0.0189,93.25,17.6,0.12,11.8,5.68,1,14.39
2021.08.01,ADSK,"Autodesk, Inc.",Technology,Software - Application,USA,70510000000,1300000000,3890000000,5.14,4.2,NA,NA,11500,54.98,46.84,1.55,18.11,62.48,76.38,52.06,0.5,0.5,0,1.45,0.0689,5.84,0.1079,0.198,2.326,0.496,0.911,0.162,0.333,0.1353,321.13,15.34,1.37,9.22,4.76,0,8.91
2021.08.01,ADT,ADT Inc.,Industrials,Security & Protection Services,USA,8690000000,-379800000,5250000000,3.64,0.15,0.14,0.0133,20500,NA,12.5,NA,1.65,2.88,70.84,7.24,0.5,0.7,3.2,3.17,1e-4,-0.48,-0.0219,-0.024,-0.127,0.005,0.716,0.011,-0.072,0.161,10.49,NA,NA,NA,NA,NA,NA
2021.08.01,ADTN,"ADTRAN, Inc.",Technology,Communication Equipment,USA,1090000000,13200000,519500000,7.66,1.39,0.36,0.0161,1405,82.69,34.85,35.95,2.11,2.93,16.11,NA,2,3.2,0,0,0.0942,0.27,0.0908,0.025,0.036,-0.003,0.423,-0.012,0.025,0.3254,22.41,NA,NA,NA,NA,NA,NA
2021.08.01,ADTX,"Aditxt, Inc.",Healthcare,Biotechnology,USA,32400000,-14300000,NA,0.82,0.92,NA,NA,43,NA,2.38,NA,NA,2.61,2.31,NA,4.3,4.3,0.28,0.17,-0.1193,-1.34,-0.1781,-1.218,-1.769,NA,NA,NA,NA,-0.1864,2.14,NA,NA,NA,NA,NA,NA
2021.08.01,ADUS,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1330000000,33400000,779900000,33.77,8.17,NA,NA,6027,41.61,22.06,2.77,1.71,2.57,10.62,20.35,2.3,2.3,0.37,0.37,0.0285,2.09,-0.0165,0.043,0.065,0.05,0.297,0.059,0.043,-0.1572,86.79,NA,NA,NA,NA,NA,NA
2021.08.01,ADV,Advantage Solutions Inc.,Communication Services,Advertising Agencies,USA,3250000000,-163500000,3950000000,7.64,0.47,NA,NA,18000,NA,11.64,NA,0.82,1.28,20.79,NA,1.7,1.7,0.84,0.84,-0.0462,-0.53,-0.136,NA,NA,0.016,0.834,NA,NA,-0.1213,9.78,NA,NA,NA,NA,NA,NA
2021.08.01,ADVM,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,233110000,-123000000,7500000,4.24,3.93,NA,NA,167,NA,NA,NA,31.08,0.54,0.58,NA,20.6,20.6,0,0,-0.2585,-1.35,-0.3259,-0.276,-0.308,NA,NA,NA,NA,-0.7531,2.27,NA,NA,NA,NA,NA,NA
2021.08.01,ADXN,Addex Therapeutics Ltd,Healthcare,Biotechnology,Switzerland,71530000,NA,3880000,NA,NA,NA,NA,27,NA,NA,NA,18.44,NA,NA,NA,NA,NA,NA,NA,0.0297,NA,-0.0074,NA,NA,NA,NA,NA,NA,-0.1158,9.85,NA,NA,NA,NA,NA,NA
2021.08.01,ADXS,"Advaxis, Inc.",Healthcare,Biotechnology,USA,60000000,-21400000,3000000,0.39,0.33,NA,NA,18,NA,NA,NA,20,1.05,1.25,NA,6.3,6.3,0,0,-0.1022,-0.28,-0.1438,-0.474,-0.582,-0.88,NA,NA,NA,-0.2637,0.41,NA,NA,NA,NA,NA,NA
2021.08.01,AE,"Adams Resources & Energy, Inc.",Energy,Oil & Gas Integrated,USA,113830000,15200000,994400000,35.57,13.85,0.96,0.0359,726,7.5,10.82,NA,0.11,0.75,1.93,NA,1.3,1.5,0.11,0.08,-0.0154,3.56,-0.0304,0.053,0.104,0.005,0.048,0.018,0.015,-0.0023,26.72,NA,NA,NA,NA,NA,NA
2021.08.01,AEAC,Authentic Equity Acquisition Corp.,Financial,Shell Companies,USA,223790000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0041,NA,0.004,NA,NA,NA,NA,NA,NA,0.0021,9.73,NA,NA,NA,NA,NA,NA
2021.08.01,ADPT,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,5140000000,-155500000,115900000,5.22,5.1,NA,NA,622,NA,NA,NA,44.32,7.02,7.19,NA,7,7.2,0,0,-0.0212,-1.15,-0.0327,-0.15,-0.224,-0.206,0.766,NA,NA,-0.2199,36.66,NA,NA,NA,NA,NA,NA
2021.08.01,AEF,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,441540000,NA,16910000,9.41,NA,0.32,0.0368,NA,8.48,NA,NA,26.11,0.92,NA,NA,NA,NA,NA,NA,-0.0151,1.03,-0.0261,NA,NA,NA,NA,NA,NA,0.0408,8.7,24.81,5.37,8.57,8.79,NA,NA
2021.08.01,AEG,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,9050000000,NA,78270000000,14.21,4.01,0.14,0.0333,22000,NA,4.5,NA,0.12,0.3,1.05,NA,NA,NA,0.45,0.14,0.0213,-0.62,-0.03,NA,NA,-0.007,NA,NA,NA,0.0055,4.21,NA,NA,NA,NA,NA,NA
2021.08.01,AEHL,Antelope Enterprise Holdings Limited,Industrials,Building Products & Equipment,China,13610000,-29900000,28300000,4.79,0.43,NA,NA,297,NA,NA,NA,0.48,0.64,7.17,NA,1.4,2.1,0.62,0.48,0.0103,-10.34,0.0255,-0.707,-1.238,-1.226,-0.142,NA,NA,0.0893,3.08,NA,NA,NA,NA,NA,NA
2021.08.01,AEHR,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,131000000,-2000000,16600000.000000002,0.45,0.2,NA,NA,71,NA,46.83,NA,7.89,12.49,27.87,NA,1.2,2.4,0.3,0.02,0.317,-0.09,0.7475,-0.239,-0.377,-0.177,0.363,-0.272,-0.271,1.2972,5.62,NA,NA,NA,NA,NA,NA
2021.08.01,AEI,Alset EHome International Inc.,Real Estate,Real Estate - Development,USA,16399999.999999998,-8300000.000000001,22100000,6.05,9.16,NA,NA,22,NA,NA,NA,0.74,0.34,0.23,NA,4,4,0.02,0.01,-0.5614,-1.37,-0.5741,-0.096,-0.196,-0.028,0.28,-0.001,-0.385,-0.7373,2.07,NA,NA,NA,NA,NA,NA
2021.08.01,AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,3930000000,155100000,1450000000,22.06,13.53,0.4,0.0039,10000,25.78,15.9,4.34,2.71,4.7,7.67,21.4,2.4,3.2,0.38,0.36,0.0032,4.02,-0.0013,0.094,0.197,0.135,0.391,0.134,0.107,0.0236,103.75,NA,NA,NA,NA,NA,NA
2021.08.01,AEL,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,3080000000,673400000,3710000000,61.93,115.54,0.32,0.01,655,4.47,6.76,NA,0.83,0.52,0.28,1.05,NA,NA,0.1,0.1,0.0248,7.17,0.0168,0.01,0.115,-0.084,NA,0.167,0.181,0.0794,32.09,NA,NA,NA,NA,NA,NA
2021.08.01,AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,15740000000,753600000,3810000000,24.1,1.15,1.4,0.0216,6210,20.97,21.12,0.54,4.13,2.68,56.02,27.55,0.8,1.8,0.29,0.26,0.0535,3.08,-0.0137,0.079,0.133,0.072,0.576,0.305,0.198,-0.0426,64.68,27.12,13.07,7.75,6.3,1,47.16
2021.08.01,AEMD,"Aethlon Medical, Inc.",Healthcare,Medical Devices,USA,74920000,-7900000,700000,0.65,0.65,NA,NA,10,NA,9.51,NA,107.03,7.54,7.57,NA,7.5,7.5,0,0,0.05,-0.65,0.1458,-0.575,-0.631,-0.839,NA,NA,NA,0.8947,4.9,NA,NA,NA,NA,NA,NA
2021.08.01,AENZ,Aenza S.A.A.,Industrials,Engineering & Construction,Peru,315390000,-31900000,978600000,1.86,1.27,NA,NA,46762,NA,NA,NA,0.32,0.94,1.37,42.05,0.9,1.1,1.29,0.89,-0.0051,-0.18,0.0601,-0.019,-0.088,0.008,0.096,0.041,-0.03,-0.134,1.74,NA,NA,NA,NA,NA,NA
2021.08.01,AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,5770000000,143400000,4240000000,7.03,4.73,0.72,0.0209,6500,48.14,14.91,6.25,1.36,4.9,7.29,24.44,1.4,2,0.28,0.28,-0.0262,0.72,-0.0147,0.041,0.132,-0.133,0.367,0.052,0.034,0.2753,34.47,NA,NA,NA,NA,NA,NA
2021.08.01,AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,44590000000,2290000000,15780000000,42.89,1.06,2.96,0.0336,16787,19.19,17.76,3.18,2.83,2.05,83.44,28.42,0.3,0.4,1.69,1.43,0.0212,4.59,0.0315,0.029,0.112,0.053,0.733,0.199,0.148,0.0417,88.12,35.14,20.02,9.83,5.28,2,74.76
2021.08.01,AER,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,6920000000,-343700000,4340000000,71.47,11.09,NA,NA,377,NA,7.4,NA,1.59,0.74,4.78,4.01,NA,NA,0,3.12,0.0339,-2.75,-0.0246,-0.007,-0.033,0.027,0.948,0.228,-0.069,0.0985,53,20.45,5.24,8.65,6.56,2,23.28
2021.08.01,AERI,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,743710000,-175900000,85800000,-0.22,4.42,NA,NA,365,NA,NA,NA,8.67,NA,3.57,NA,2.8,3.1,NA,NA,0.009,-3.83,-0.0266,-0.464,-4.304,-0.687,0.698,NA,NA,0.0099,15.78,NA,NA,NA,NA,NA,NA
2021.08.01,AES,The AES Corporation,Utilities,Utilities - Diversified,USA,16170000000.000002,-249000000,9960000000,3.5,3.04,0.6,0.0253,8200,NA,14.19,NA,1.62,6.77,7.8,49,1.2,1.2,8.52,7.87,-0.0467,-0.38,-0.0638,-0.007,-0.104,0.053,0.286,0.107,-0.025,-0.0448,23.7,34.94,20.79,8.31,5.84,2,74.24
2021.08.01,AESE,Allied Esports Entertainment Inc.,Communication Services,Entertainment,USA,79500000,-41700000,2700000,0.82,0.26,NA,NA,114,NA,NA,NA,29.44,2.41,7.57,NA,1.6,1.6,0.14,0,-0.0748,-1.34,-0.1145,NA,NA,-0.918,0.596,NA,NA,-0.0211,1.98,NA,NA,NA,NA,NA,NA
2021.08.01,AEVA,"Aeva Technologies, Inc.",Consumer Cyclical,Auto Parts,USA,1890000000,-23600000,300000,3.18,2.43,NA,NA,NA,NA,NA,NA,6292.89,2.75,3.61,NA,82.6,82.9,0,0,-0.1076,-0.25,-0.1363,-0.075,-0.076,NA,0.416,NA,NA,-0.2818,8.76,NA,NA,NA,NA,NA,NA
2021.08.01,AEY,"ADDvantage Technologies Group, Inc.",Technology,Electronics & Computer Distribution,USA,27400000,-6000000,49700000,0.92,0.4,NA,NA,123,NA,NA,NA,0.55,2.43,5.59,NA,1.1,1.5,0.61,0.17,-0.0807,-0.49,-0.0934,-0.188,-0.423,-0.755,0.309,-0.143,-0.12,-0.1436,2.24,NA,NA,NA,NA,NA,NA
2021.08.01,AEYE,"AudioEye, Inc.",Technology,Software - Application,USA,150940000,-8300000.000000001,22000000,2.2,NA,NA,NA,89,NA,NA,NA,6.86,6.3,NA,NA,3.1,3.1,0.06,0.04,-0.096,-0.84,-0.1732,-0.416,-0.866,-0.793,0.728,-0.375,-0.378,-0.3835,13.86,NA,NA,NA,NA,NA,NA
2021.08.01,AEZS,Aeterna Zentaris Inc.,Healthcare,Biotechnology,USA,87600000,-7300000,3100000,0.67,0.61,NA,NA,11,NA,NA,NA,28.26,1.09,1.19,NA,15.7,15.7,0,0,-0.0644,-0.2,-0.1511,-0.169,-0.314,-0.459,0.529,NA,NA,-0.1091,0.73,NA,NA,NA,NA,NA,NA
2021.08.01,AFBI,"Affinity Bancshares, Inc.",Financial,Banks - Regional,USA,89750000,6500000,33200000.000000004,16.77,15.75,NA,NA,79,14.39,NA,NA,2.7,0.78,0.83,7.24,NA,NA,0,0,-0.0044,0.91,0.0185,0.008,0.074,0.13,NA,0.852,0.196,0.1582,13.14,NA,NA,NA,NA,NA,NA
2021.08.01,AFCG,"AFC Gamma, Inc.",Real Estate,REIT - Specialty,USA,284450000,NA,11480000,NA,NA,1.52,0.0714,NA,NA,NA,NA,24.77,NA,NA,NA,NA,NA,NA,NA,0.0051,NA,-0.0372,NA,NA,NA,NA,NA,NA,-0.0375,21.28,NA,NA,NA,NA,NA,NA
2021.08.01,AFG,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,10800000000,1300000000,8109999999.999999,77.82,19.8,2,0.0158,7300,8.52,15.66,3.25,1.33,1.63,6.39,5.76,NA,NA,0.29,0.29,0.025,14.85,0.0399,0.02,0.224,0.092,NA,0.205,0.179,0.31,126.49,28.84,2.65,10.21,15.98,1,53.72
2021.08.01,AFI,"Armstrong Flooring, Inc.",Industrials,Building Products & Equipment,USA,96290000,-36400000,617500000,11.4,0.75,NA,NA,1552,NA,NA,NA,0.16,0.38,5.77,NA,0.7,1.7,0.21,0.16,-0.1955,-1.67,-0.2489,-0.127,-0.263,-0.201,0.124,-0.1,-0.103,-0.0961,4.32,NA,NA,NA,NA,NA,NA
2021.08.01,AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,44590000000,2290000000,15780000000,42.89,1.06,2.96,0.0336,16787,19.19,17.76,3.18,2.83,2.05,83.44,28.42,0.3,0.4,1.69,1.43,0.0212,4.59,0.0315,0.029,0.112,0.053,0.733,0.199,0.148,0.0417,88.12,35.14,20.02,9.83,5.28,2,74.76
2021.08.01,AFIN,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,940420000,-46900000,309800000,15.27,0.76,0.85,0.1004,NA,NA,NA,NA,3.04,0.55,11.17,34.7,NA,NA,1.07,1.07,0.0034,-0.43,-0.031,-0.013,-0.029,0.013,0.736,0.154,-0.151,0.0052,8.47,NA,NA,NA,NA,NA,NA
2021.08.01,AFL,Aflac Incorporated,Financial,Insurance - Life,USA,37800000000,5810000000,23010000000,46.6,7.26,1.32,0.024,12003,6.64,10.62,1.09,1.64,1.18,7.57,7.28,NA,NA,0.25,0.25,0.0285,8.29,0.0075,0.03,0.15,0.122,NA,0.191,0.208,0.1281,55,23.26,2.46,7.86,12.94,2,32.78
2021.08.01,AFMD,Affimed N.V.,Healthcare,Biotechnology,Germany,812430000,-37600000,41500000,1.73,NA,NA,NA,163,NA,NA,NA,19.58,3.84,NA,NA,3.9,3.9,0.07,0.06,-0.0324,-0.44,-0.1519,-0.193,-0.386,-0.474,NA,-0.831,-0.908,-0.037,6.65,NA,NA,NA,NA,NA,NA
2021.08.01,AFRM,"Affirm Holdings, Inc.",Technology,Information Technology Services,USA,16129999999.999998,-242900000,703100000,10.3,5.67,NA,NA,1342,NA,NA,NA,22.95,5.47,9.94,NA,NA,NA,0.83,0.83,-0.0829,-1.09,-0.0905,NA,NA,-0.206,NA,-0.39,-0.417,-0.2647,56.32,NA,NA,NA,NA,NA,NA
2021.08.01,AFT,Apollo Senior Floating Rate Fund Inc.,Financial,Asset Management,USA,241690000,NA,22720000,16.15,NA,0.98,0.0631,NA,67.19,NA,NA,10.64,0.96,NA,NA,NA,NA,NA,NA,-3e-4,0.23,0.0043,NA,NA,NA,NA,NA,NA,0.0628,15.52,NA,NA,NA,NA,NA,NA
2021.08.01,AFYA,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,2240000000,59100000,260399999.99999997,6.14,1.95,NA,NA,5260,36.57,15.96,3.53,8.6,3.75,11.78,32.11,2.1,2.1,0.4,0.33,-0.0759,0.63,-0.0774,0.068,0.109,0.086,0.643,0.307,0.227,-0.0402,23,NA,NA,NA,NA,NA,NA
2021.08.01,AG,First Majestic Silver Corp.,Basic Materials,Silver,Canada,3450000000,NA,378330000,3.86,NA,0.02,0.0015,NA,52.53,195.86,1.12,9.11,3.56,NA,NA,NA,NA,NA,NA,-0.0092,0.26,-0.1334,NA,NA,NA,NA,NA,NA,-0.064,13.71,NA,NA,NA,NA,NA,NA
2021.08.01,AGC,Altimeter Growth Corp.,Financial,Shell Companies,USA,666330000,NA,NA,5.91,0.01,NA,NA,NA,NA,NA,NA,NA,1.81,951.89,NA,5.6,5.6,0,0,-0.0317,NA,-0.0633,NA,NA,NA,NA,NA,NA,-0.1529,10.68,NA,NA,NA,NA,NA,NA
2021.08.01,AGCB,Altimeter Growth Corp. 2,Financial,Shell Companies,USA,570560000,NA,NA,7.56,0.01,NA,NA,NA,NA,NA,NA,NA,1.31,950.93,NA,13.9,13.9,0,0,-0.0179,NA,-0.0296,NA,NA,NA,NA,NA,NA,-0.0998,9.94,NA,NA,NA,NA,NA,NA
2021.08.01,AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,9580000000,726300000,10470000000,40.99,6.26,0.8,0.0061,21400,13.79,12.82,0.52,0.91,3.22,21.12,16.56,0.6,1.3,0.42,0.3,0.0417,9.58,0.0191,0.053,0.148,0.089,0.233,0.057,0.041,0.117,132.11,NA,NA,NA,NA,NA,NA
2021.08.01,AGE,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,USA,51600000,-9700000,1400000,-0.16,0.02,NA,NA,6,NA,NA,NA,36.86,NA,64.5,NA,0.5,0.5,NA,NA,-0.068,-0.26,-0.0582,-2.435,2.262,-8.768,0.91,NA,NA,-0.1913,1.35,NA,NA,NA,NA,NA,NA
2021.08.01,AGEN,Agenus Inc.,Healthcare,Biotechnology,USA,1150000000,-190100000,84800000,-0.95,0.54,NA,NA,359,NA,NA,NA,13.61,NA,9.67,NA,NA,1,NA,NA,-0.0515,-1.02,0.0269,-0.906,0.938,NA,0.959,NA,NA,0.3237,5.18,NA,NA,NA,NA,NA,NA
2021.08.01,AGFS,"AgroFresh Solutions, Inc.",Consumer Defensive,Farm Products,USA,102000000,-58200000,163600000,5.27,1.01,NA,NA,300,NA,NA,NA,0.62,0.37,1.93,NA,2.7,3.1,0.96,0.95,-0.0179,-1.15,-0.0671,-0.075,-0.209,-0.052,0.731,0.045,-0.355,-0.1197,1.95,NA,NA,NA,NA,NA,NA
2021.08.01,AGFY,Agrify Corporation,Industrials,Specialty Business Services,USA,385440000,-22000000,18100000,12.61,6.83,NA,NA,74,NA,NA,NA,21.29,1.51,2.8,NA,10.6,11.2,0.01,0.01,0.213,-1.38,0.5219,-0.428,-0.592,-2.721,-0.001,NA,NA,0.5335,19.1,NA,NA,NA,NA,NA,NA
